data,abertura,maxima,minima,fechamento,volume,ticker,simbolo
2025-12-18 00:00:00-03:00,157327.0,158496.0,157124.0,157923.0,7800100,IBOV,^BVSP
2025-12-19 00:00:00-03:00,157928.0,159552.0,157906.0,158473.0,9946500,IBOV,^BVSP
2025-12-22 00:00:00-03:00,158480.0,158634.0,157306.0,158142.0,8424000,IBOV,^BVSP
2025-12-23 00:00:00-03:00,158144.0,160456.0,158144.0,160456.0,6569800,IBOV,^BVSP
2025-12-26 00:00:00-03:00,160456.1875,160603.265625,159358.9375,160533.90625,0,IBOV,^BVSP
2025-12-18 00:00:00-03:00,30.253760849288856,30.33133451917925,29.894981470106917,29.962858200073242,34311000,PETR4,PETR4.SA
2025-12-19 00:00:00-03:00,30.127702648033186,30.29254692865866,30.03073509775311,30.069522857666016,45807700,PETR4,PETR4.SA
2025-12-22 00:00:00-03:00,30.30224399563898,30.573752767660697,30.15679359436035,30.15679359436035,35896900,PETR4,PETR4.SA
2025-12-23 00:00:00-03:00,30.549999237060547,30.56999969482422,30.200000762939453,30.309999465942383,35703900,PETR4,PETR4.SA
2025-12-26 00:00:00-03:00,30.309999465942383,30.43000030517578,30.1200008392334,30.270000457763672,17711900,PETR4,PETR4.SA
2025-12-18 00:00:00-03:00,70.5999984741211,71.12000274658203,70.30999755859375,70.3499984741211,18430200,VALE3,VALE3.SA
2025-12-19 00:00:00-03:00,70.5,70.93000030517578,70.37999725341797,70.8499984741211,37147100,VALE3,VALE3.SA
2025-12-22 00:00:00-03:00,71.02999877929688,73.37000274658203,70.80999755859375,72.91999816894531,27853000,VALE3,VALE3.SA
2025-12-23 00:00:00-03:00,73.2300033569336,73.52999877929688,72.58000183105469,72.9000015258789,17140900,VALE3,VALE3.SA
2025-12-26 00:00:00-03:00,72.86000061035156,73.3499984741211,72.62000274658203,73.04000091552734,13669600,VALE3,VALE3.SA
